customer_id,name,region,contract_type,contact_pref,has_auto_pay,is_on_promotion,num_products,tenure_days,ARPU,avg_monthly_spend_6m,total_data_MB_30d,total_minutes_30d,num_late_payments_12m,payment_delay_days_mean_12m,days_since_last_payment,overdue_amount,complaint_last_6m,downgrade_in_last_90d,support_calls_3m,recent_topup_amount,due_date,suspension_date,payment_link,support_number,churned,risk_score,label
CUST01813,Aanya_313,West,prepaid,sms,1,0,2,313,284.36,297.16,6334,210,1,7.59,60,320.76,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.6234109150312082,normal
CUST00567,Kavya_67,South,postpaid,sms,0,0,2,1153,507.74,552.89,15184,742,1,15.19,83,1879.3,1,1,0,0,2025-12-09,2025-12-19,{payment_link},1800-222-333,0,1.976533762991175,defector
CUST00737,Aarav_237,North,postpaid,sms,1,0,3,186,424.26,437.45,6425,342,0,8.02,20,472.42,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.5410722389310907,normal
CUST01197,Priya_197,East,prepaid,sms,0,0,1,30,67.89,73.21,7094,260,0,16.06,6,28.61,0,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.2340916164099204,premium
CUST00584,Kavya_84,South,postpaid,sms,1,0,2,357,548.0,445.97,4352,714,0,7.93,21,80.45,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.1293902159835318,premium
CUST01530,Kavya_30,North,postpaid,sms,0,0,1,34,353.91,391.76,6883,57,4,22.02,33,1323.93,0,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,1.958421960005307,defector
CUST00625,Ananya_125,North,postpaid,email,0,0,1,78,338.87,364.09,10472,257,0,6.27,19,221.7,0,0,1,100,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.3123837268271854,premium
CUST01072,Aanya_72,Central,postpaid,email,0,0,2,198,357.6,327.67,10295,240,2,15.47,3,751.32,0,0,0,0,2025-12-09,2025-12-19,{payment_link},1800-111-222,0,1.0869293529073527,normal
CUST01353,Diya_353,Central,postpaid,email,0,0,4,339,754.76,800.36,8686,642,0,5.26,8,0.0,0,0,0,50,2025-12-09,2025-12-19,{payment_link},1800-111-222,0,-0.0054372156309707,premium
CUST01095,Kavya_95,South,prepaid,sms,0,0,1,369,135.07,135.44,13660,171,1,0.0,8,205.77,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.7628591107008688,normal
CUST00342,Rahul_342,West,postpaid,email,0,0,1,1917,398.48,448.76,7586,480,2,12.19,10,649.94,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.8619160290468009,normal
CUST01895,Neha_395,North,postpaid,email,1,0,1,2097,409.39,340.7,8569,709,0,0.0,38,790.53,0,0,1,0,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,0.974200851210011,normal
CUST00283,Vivaan_283,North,postpaid,email,0,0,2,901,490.15,582.35,242,289,1,8.78,14,564.34,0,0,1,200,2025-12-09,2025-12-19,{payment_link},1800-333-444,0,0.6155863511909245,normal
CUST00307,Rahul_307,East,prepaid,sms,1,0,2,1258,211.52,219.59,8989,386,0,11.59,7,0.0,0,0,1,50,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.0292072811513055,premium
CUST01132,Neha_132,West,postpaid,sms,1,0,1,1298,392.68,448.57,3362,626,0,7.71,46,599.67,0,1,0,200,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.8167708546863308,normal
CUST00699,Ishaan_199,East,prepaid,email,0,0,1,141,119.03,128.69,1255,568,1,9.35,45,147.97,0,0,0,0,2025-12-14,2025-12-24,{payment_link},1800-333-444,0,0.6585821714750726,normal
CUST01892,Saanvi_392,North,postpaid,email,0,0,2,59,375.3,349.92,13078,510,1,6.51,51,1623.36,1,0,1,0,2025-12-14,2025-12-24,{payment_link},1800-111-222,0,2.2322388038652896,defector
CUST01700,Saanvi_200,East,postpaid,sms,0,0,1,1665,295.42,332.15,7706,521,1,14.85,25,270.24,0,0,2,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.512936468929289,normal
CUST00012,Isha_12,East,prepaid,email,0,0,1,1268,219.13,209.39,1676,4,0,14.63,8,215.15,0,0,0,50,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.5184046056585988,normal
CUST00789,Aditya_289,East,postpaid,sms,0,0,1,433,331.03,335.44,6547,227,0,9.05,0,339.57,1,0,0,100,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.4824741325282724,normal
CUST01756,Isha_256,East,postpaid,email,1,0,1,99,557.64,517.06,8040,569,1,16.82,29,377.44,0,0,1,100,2025-12-09,2025-12-19,{payment_link},1800-111-222,0,0.4162355246243134,premium
CUST01403,Aditya_403,East,postpaid,email,0,1,1,1728,150.92,157.95,13532,324,1,12.71,34,317.23,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,1.1039005851751749,normal
CUST01578,Krishna_78,Central,prepaid,email,0,1,1,1260,109.55,86.37,2691,93,1,17.02,9,146.46,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.6394111403474658,normal
CUST01629,Pooja_129,East,postpaid,sms,0,1,1,679,465.17,489.56,11263,302,2,19.97,21,938.94,0,0,1,0,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,1.0745901824803517,normal
CUST01590,Kabir_90,South,postpaid,sms,0,0,1,652,317.5,318.78,5537,213,1,8.01,8,343.83,0,0,0,200,2025-12-09,2025-12-19,{payment_link},1800-111-222,0,0.5379909937379631,normal
CUST01059,Arjun_59,East,fixed,email,0,0,1,30,840.23,1053.29,17110,142,0,0.0,12,122.05,0,0,0,500,2025-12-29,2026-01-08,{payment_link},1800-222-333,0,0.0902347891002414,premium
CUST01605,Sai_105,North,postpaid,whatsapp,1,0,1,2015,274.66,249.67,11288,312,0,13.69,8,0.0,0,0,0,100,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,-0.014743125253685,premium
CUST01274,Ishaan_274,East,prepaid,sms,1,0,1,335,76.5,65.35,3903,62,0,0.0,29,59.1,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.4039451670105933,premium
CUST00963,Vihaan_463,North,postpaid,email,0,1,2,422,380.71,436.94,730,569,0,0.39,51,58.71,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.0850551563061886,premium
CUST00982,Pooja_482,Central,postpaid,sms,1,0,1,295,352.8,297.41,1412,386,0,15.51,37,274.92,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.417540986314154,premium
CUST01715,Sneha_215,South,postpaid,sms,0,0,2,218,380.61,365.47,15602,456,2,23.37,0,970.34,0,0,1,200,2025-12-02,2025-12-12,{payment_link},1800-222-333,0,1.3622412325286832,defector
CUST01003,Priya_3,Central,postpaid,email,0,0,1,55,328.32,351.08,9891,493,0,10.65,4,469.49,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,0.7120767303075759,normal
CUST01792,Diya_292,West,postpaid,whatsapp,0,0,1,3520,467.68,514.62,11401,590,1,5.67,0,1081.56,0,0,0,0,2025-12-09,2025-12-19,{payment_link},1800-111-222,0,1.2105760306948912,normal
CUST00295,Kavya_295,Central,prepaid,email,0,1,1,276,171.75,189.74,3092,477,1,0.0,30,141.23,0,1,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.4848360803782501,normal
CUST00616,Ishaan_116,West,prepaid,sms,0,0,1,643,147.58,126.89,6486,344,1,0.0,8,84.2,0,0,0,200,2025-12-14,2025-12-24,{payment_link},1800-333-444,0,0.2942463483770733,premium
CUST01468,Neha_468,Central,prepaid,sms,1,0,2,408,249.07,271.28,16383,125,3,22.19,25,656.39,0,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,1.3643063934651498,defector
CUST01455,Aditya_455,South,fixed,sms,1,0,1,2061,388.04,334.73,17197,192,2,25.06,77,1121.88,1,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,1.5361863995042715,defector
CUST00238,Arjun_238,Central,postpaid,email,0,0,1,1081,498.87,510.46,8605,306,0,3.21,29,61.23,1,0,1,500,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.096390497337596,premium
CUST01799,Kabir_299,West,prepaid,sms,1,0,1,172,151.23,151.06,12535,200,2,19.47,42,241.47,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.9006764767019646,normal
CUST00173,Sneha_173,East,postpaid,sms,0,0,2,3180,423.47,321.94,6801,443,0,5.2,10,16.45,0,0,0,50,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.0230848859883071,premium
CUST00009,Pooja_9,West,prepaid,email,0,1,1,246,182.95,178.57,9837,257,0,0.0,38,163.1,0,0,3,0,2025-12-14,2025-12-24,{payment_link},1800-111-222,0,0.4550990422641084,normal
CUST01817,Kabir_317,North,postpaid,whatsapp,0,0,1,510,456.44,412.49,9957,244,0,0.0,2,180.08,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.1716500950385484,premium
CUST01249,Aanya_249,South,postpaid,sms,1,0,4,102,647.23,575.29,8015,361,5,24.64,89,2084.19,1,0,1,0,2025-12-14,2025-12-24,{payment_link},1800-111-222,0,1.7367380837363977,defector
CUST01267,Neha_267,East,postpaid,sms,1,0,1,327,259.4,299.4,2287,46,0,0.0,6,192.9,0,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.3513728532676941,premium
CUST00164,Isha_164,North,prepaid,sms,1,0,2,427,231.2,253.22,12321,255,0,3.4,5,0.0,1,0,1,50,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.0128865464652547,premium
CUST01699,Neha_199,Central,postpaid,sms,0,0,1,373,504.39,539.56,1598,193,0,3.29,3,688.16,0,1,1,50,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.7330270315037707,normal
CUST00176,Sneha_176,Central,prepaid,sms,0,0,1,211,141.63,129.72,8734,9,0,4.47,34,198.11,1,0,0,100,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.72172107984379,normal
CUST00112,Priya_112,South,prepaid,sms,1,0,1,453,191.73,170.32,9943,118,2,9.16,6,284.41,0,0,1,0,2025-12-02,2025-12-12,{payment_link},1800-222-333,0,0.7963549979800494,normal
CUST00716,Aanya_216,West,prepaid,email,0,0,1,327,183.05,200.62,4674,130,1,0.0,0,383.91,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,1.0145135045743128,normal
CUST01256,Kabir_256,East,postpaid,sms,0,0,1,446,372.81,348.11,7217,520,1,0.47,1,719.6,0,1,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,1.0318082757201394,normal
CUST00723,Kabir_223,West,fixed,sms,1,1,1,1378,896.18,958.74,18779,286,0,6.18,35,810.43,0,1,1,0,2025-12-09,2025-12-19,{payment_link},1800-111-222,0,0.5400960805408799,normal
CUST01117,Pooja_117,Central,postpaid,sms,0,0,3,766,295.05,272.21,5605,740,0,0.0,8,282.04,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,0.469272055678387,normal
CUST00217,Aarav_217,West,postpaid,sms,0,0,2,452,542.18,613.21,4136,587,1,2.87,39,467.52,0,0,2,100,2025-12-02,2025-12-12,{payment_link},1800-222-333,1,0.4778432991007734,normal
CUST01063,Arjun_63,South,postpaid,sms,1,0,1,444,402.14,362.51,8687,613,1,22.86,28,393.7,0,0,0,100,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.5781607953830926,normal
CUST01377,Kavya_377,Central,prepaid,sms,1,0,1,2782,207.52,211.28,8468,20,1,23.03,0,175.12,0,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.4252225076419897,premium
CUST01139,Vihaan_139,North,postpaid,sms,0,1,2,1387,408.47,380.98,12078,563,1,1.99,7,1123.46,0,0,0,0,2025-12-14,2025-12-24,{payment_link},1800-333-444,0,1.4078279038118493,defector
CUST00585,Aanya_85,North,postpaid,sms,0,1,1,714,635.4,580.4,3004,239,1,13.96,10,370.99,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.3206217776103731,premium
CUST01507,Aarav_7,South,postpaid,sms,0,0,2,94,494.87,546.59,12705,629,0,3.21,14,653.34,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,0.6458011780658098,normal
CUST00648,Diya_148,East,postpaid,email,1,0,4,1038,896.72,838.67,2529,170,1,14.3,101,1601.73,0,0,1,0,2025-12-09,2025-12-19,{payment_link},1800-333-444,0,0.988873136287786,normal
CUST00896,Krishna_396,East,fixed,sms,0,0,1,786,647.29,702.47,22801,13,2,26.72,51,836.81,0,0,2,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.7262455746741269,normal
CUST00937,Kabir_437,Central,prepaid,sms,0,1,1,449,117.12,127.88,1786,245,0,3.37,8,94.99,0,0,0,500,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.4139011504862239,premium
CUST00981,Isha_481,West,postpaid,sms,0,0,4,1252,744.37,695.32,9782,671,0,0.0,52,438.95,0,0,0,100,2025-12-09,2025-12-19,{payment_link},1800-333-444,0,0.3033592683805453,premium
CUST01484,Aarav_484,East,postpaid,sms,1,0,4,2655,662.33,619.02,10756,448,0,8.01,73,436.15,0,0,0,500,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.3310152775912232,premium
CUST00308,Aanya_308,North,postpaid,sms,0,1,2,30,549.14,481.97,10698,710,0,9.18,2,717.75,0,0,0,0,2025-12-29,2026-01-08,{payment_link},1800-333-444,0,0.6563148586093378,normal
CUST00315,Sneha_315,East,fixed,sms,0,1,2,427,729.3,680.48,16086,509,0,10.74,3,774.81,1,0,0,200,2025-12-02,2025-12-12,{payment_link},1800-222-333,0,0.5414458728968334,normal
CUST00938,Aarav_438,Central,fixed,email,0,0,2,1571,922.14,1140.57,18900,626,1,17.97,18,1446.46,0,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.8182368236552887,normal
CUST01080,Ishaan_80,East,postpaid,sms,0,0,1,495,581.29,526.85,1215,431,0,0.0,23,836.81,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.7460752323750071,normal
CUST00458,Arjun_458,West,postpaid,email,0,0,1,535,521.95,434.89,2367,551,0,8.34,0,280.19,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,0.267293214385411,premium
CUST00821,Arjun_321,South,prepaid,sms,1,0,2,720,285.82,253.71,613,237,0,5.01,16,326.12,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,0.5539496090347283,normal
CUST01431,Diya_431,East,postpaid,sms,0,0,1,30,340.77,334.98,5374,349,1,9.8,51,522.19,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,1,0.8472705513675751,normal
CUST00470,Neha_470,Central,prepaid,sms,0,1,1,951,163.39,191.93,3239,191,0,6.09,14,326.03,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.9785900765681445,normal
CUST01518,Kavya_18,West,postpaid,sms,0,0,1,710,489.88,448.02,10343,267,0,0.0,5,0.0,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-222-333,0,-0.0190255067456226,premium
CUST00643,Ananya_143,North,prepaid,sms,1,0,2,1043,278.79,299.43,494,279,0,0.0,7,174.05,1,0,2,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.3436407783153855,premium
CUST00965,Isha_465,South,postpaid,sms,0,0,1,509,450.85,460.27,3800,192,0,15.52,11,344.24,0,1,0,100,2025-12-06,2025-12-16,{payment_link},1800-111-222,1,0.4350528344653734,premium
CUST01628,Arjun_128,West,prepaid,sms,0,0,2,1080,242.25,230.92,10949,176,1,7.89,11,308.54,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-222-333,0,0.6761294197589429,normal
CUST00091,Aditya_91,South,postpaid,whatsapp,1,0,1,1220,309.79,342.65,9261,273,0,3.59,37,673.85,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,1.0907907474525902,normal
CUST00919,Krishna_419,East,postpaid,sms,0,0,1,979,383.86,381.16,9905,441,0,3.91,6,405.19,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.4901718385013222,normal
CUST00670,Kabir_170,South,prepaid,sms,0,0,3,97,364.91,332.82,2146,147,0,0.0,9,1050.12,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,1.4265857984814736,defector
CUST00819,Saanvi_319,West,postpaid,sms,0,0,1,1684,402.19,451.6,1321,353,0,0.0,8,67.67,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,0.1121363088181411,premium
CUST00731,Aarav_231,North,postpaid,sms,1,0,2,2799,467.09,485.89,1100,603,1,5.47,1,1157.33,1,0,1,0,2025-12-09,2025-12-19,{payment_link},1800-222-333,0,1.2858914781007733,defector
CUST01564,Diya_64,North,prepaid,email,0,0,1,309,121.17,118.67,4277,252,0,0.0,13,150.3,0,0,0,0,2025-12-09,2025-12-19,{payment_link},1800-333-444,0,0.614817981040367,normal
CUST00380,Arjun_380,West,prepaid,sms,0,1,2,414,242.71,268.16,4388,70,0,2.78,16,724.33,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,1.5032406934640388,defector
CUST00073,Aarav_73,North,prepaid,email,0,0,1,3115,169.19,154.72,11747,484,2,10.12,14,336.31,0,0,1,0,2025-12-14,2025-12-24,{payment_link},1800-333-444,0,1.0402284975343254,normal
CUST01294,Vihaan_294,South,postpaid,email,0,0,1,375,329.74,319.93,4830,402,0,0.0,9,69.5,0,0,0,100,2025-12-09,2025-12-19,{payment_link},1800-333-444,0,0.0849138306465008,premium
CUST01410,Ishaan_410,East,postpaid,sms,1,0,1,434,232.99,212.23,4223,717,0,0.0,0,67.25,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.1430166612136506,premium
CUST01861,Diya_361,South,postpaid,sms,0,0,1,54,412.28,406.76,995,420,2,24.22,29,1239.64,1,0,0,50,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,1.5555397209712158,defector
CUST01882,Aditya_382,North,postpaid,sms,0,0,1,88,511.69,529.22,1330,485,0,0.0,5,458.52,0,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.4534619153627131,normal
CUST01264,Pooja_264,North,prepaid,email,1,0,1,687,151.16,125.2,6467,283,0,5.34,27,105.44,0,0,0,100,2025-12-02,2025-12-12,{payment_link},1800-222-333,0,0.3475936860139413,premium
CUST00781,Kabir_281,Central,postpaid,email,0,0,1,1640,381.26,357.85,3913,569,7,32.33,50,1727.28,0,0,0,0,2025-12-09,2025-12-19,{payment_link},1800-222-333,0,2.444995746692688,defector
CUST01399,Ananya_399,West,postpaid,sms,0,0,1,241,325.77,365.28,4404,314,1,4.82,10,602.81,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.9604454109205776,normal
CUST01908,Pooja_408,East,postpaid,email,1,1,2,727,467.9,558.36,7799,539,0,1.6,3,0.0,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.0080879081848916,premium
CUST01336,Krishna_336,North,prepaid,sms,0,0,3,1096,316.37,339.13,1228,347,0,5.73,25,44.18,0,0,1,0,2025-12-14,2025-12-24,{payment_link},1800-111-222,0,0.0935055911103281,premium
CUST01319,Aarav_319,East,postpaid,sms,1,0,2,1249,558.42,492.32,16546,610,0,9.63,8,154.39,1,0,0,50,2025-12-09,2025-12-19,{payment_link},1800-222-333,0,0.1397135691358222,premium
CUST01525,Sneha_25,South,postpaid,email,0,0,2,377,559.76,562.44,4217,116,0,1.42,34,1435.46,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,1.273589899740346,defector
CUST01503,Arjun_3,South,postpaid,sms,0,0,1,241,410.53,431.29,5850,218,0,4.61,36,884.72,0,0,0,0,2025-12-09,2025-12-19,{payment_link},1800-111-222,0,1.074822669604365,normal
CUST01343,Ananya_343,West,postpaid,sms,0,1,1,1346,222.3,240.76,4982,703,0,15.13,23,238.99,0,0,1,0,2025-12-14,2025-12-24,{payment_link},1800-222-333,0,0.575496261908475,normal
CUST01467,Rahul_467,West,prepaid,whatsapp,0,0,1,202,114.99,100.18,1587,209,0,0.0,30,130.48,0,0,0,100,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.607228853790662,normal
CUST00269,Sneha_269,East,prepaid,email,0,0,1,584,128.38,118.9,1865,124,1,8.48,4,73.01,0,0,2,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.3061050760508331,premium
CUST01717,Aditya_217,Central,postpaid,email,1,0,1,712,159.76,181.56,1324,531,0,0.0,3,171.98,0,0,1,50,2025-12-02,2025-12-12,{payment_link},1800-222-333,0,0.5493364693440073,normal
CUST01419,Rahul_419,North,postpaid,email,1,1,1,2143,366.09,307.0,4816,527,0,0.0,34,380.05,0,1,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.5858421012651462,normal
CUST00249,Ananya_249,West,postpaid,sms,1,0,1,309,358.75,332.25,1508,804,0,4.91,12,450.04,0,0,1,0,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,0.6053443688018331,normal
CUST00110,Sneha_110,Central,postpaid,sms,0,0,2,1038,554.0,589.1,5351,78,0,2.48,39,326.55,0,0,0,200,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,0.3246536711545442,premium
CUST01078,Aanya_78,West,postpaid,sms,0,0,1,249,531.62,558.93,2706,295,4,32.56,4,1827.32,0,0,0,50,2025-12-14,2025-12-24,{payment_link},1800-111-222,0,1.8681558508506475,defector
CUST01192,Aarav_192,South,fixed,email,0,0,2,1089,609.28,648.97,13619,30,1,5.66,24,627.89,0,0,0,100,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.5320252080086236,normal
CUST00055,Krishna_55,South,postpaid,sms,0,0,1,707,445.11,398.42,5011,724,0,3.63,8,0.0,0,0,1,100,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,-0.019350380709923,premium
CUST01953,Rahul_453,South,postpaid,sms,0,0,2,239,621.22,604.05,377,286,2,11.23,0,1218.92,0,0,1,50,2025-12-09,2025-12-19,{payment_link},1800-222-333,0,1.065831908630604,normal
CUST01500,Arjun_0,East,postpaid,sms,0,0,2,398,530.61,508.7,2362,457,2,3.24,23,1095.31,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,1.0730694836612067,normal
CUST00387,Aditya_387,Central,prepaid,sms,0,0,1,534,215.47,231.04,1987,127,1,14.13,65,895.53,1,0,1,50,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,2.1292514281846806,defector
CUST01849,Pooja_349,East,postpaid,sms,1,0,1,1673,488.89,463.56,3014,390,0,10.68,22,694.93,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.7403295430497251,normal
CUST00929,Vihaan_429,South,postpaid,sms,0,1,1,264,678.59,745.22,318,246,1,2.41,21,843.26,0,0,0,500,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.6735661593194171,normal
CUST01880,Priya_380,West,prepaid,sms,0,0,1,421,132.12,140.67,3440,89,3,30.1,29,309.67,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,1.2520816641080608,defector
CUST00124,Pooja_124,East,postpaid,email,0,0,2,653,535.31,479.62,5961,36,1,0.0,22,656.46,0,0,0,50,2025-12-09,2025-12-19,{payment_link},1800-333-444,0,0.6637469096257689,normal
CUST01854,Saanvi_354,East,postpaid,email,1,1,3,620,652.69,702.01,3871,517,0,6.42,31,338.81,0,0,0,50,2025-12-09,2025-12-19,{payment_link},1800-222-333,0,0.2601103958513564,premium
CUST00899,Krishna_399,North,postpaid,sms,0,1,1,141,328.6,307.21,3777,470,1,14.31,259,1280.39,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,2.102056000268252,defector
CUST00406,Vihaan_406,North,prepaid,email,0,0,1,564,165.43,128.11,6724,184,1,3.67,10,78.62,0,0,0,50,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.2687119009513791,premium
CUST01945,Arjun_445,South,postpaid,sms,0,0,2,262,431.5,485.98,10539,512,1,7.92,11,1098.69,0,1,1,0,2025-12-02,2025-12-12,{payment_link},1800-222-333,0,1.3354575063650544,defector
CUST00485,Kavya_485,East,postpaid,email,0,1,1,30,404.03,440.19,7364,368,10,61.93,50,2817.44,0,0,0,500,2025-12-09,2025-12-19,{payment_link},1800-222-333,0,3.749908044299088,defector
CUST01288,Sai_288,East,postpaid,sms,0,0,1,1508,417.72,421.03,7106,641,0,1.93,56,707.41,0,0,0,0,2025-12-14,2025-12-24,{payment_link},1800-111-222,0,0.871388796306638,normal
CUST00903,Diya_403,South,postpaid,sms,0,0,2,764,579.85,590.36,1022,347,0,0.0,5,404.71,0,0,0,200,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.3518123915371734,premium
CUST00188,Ishaan_188,South,postpaid,sms,0,1,1,458,435.62,402.5,12729,488,0,0.0,76,625.69,0,0,1,0,2025-12-09,2025-12-19,{payment_link},1800-333-444,0,0.7409803443773103,normal
CUST00738,Vihaan_238,East,postpaid,sms,0,0,2,1831,320.69,332.13,5417,456,0,3.32,22,499.12,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.7681758318020993,normal
CUST00262,Aarav_262,Central,prepaid,sms,1,0,2,640,197.89,207.02,10203,34,1,7.94,32,426.53,0,0,0,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,1.1482148334433582,normal
CUST01754,Vihaan_254,Central,postpaid,email,1,1,2,224,587.48,600.15,1792,4,2,10.24,18,1227.57,0,0,0,100,2025-12-02,2025-12-12,{payment_link},1800-333-444,0,1.092396546710539,normal
CUST00311,Arjun_311,Central,postpaid,email,0,0,1,496,458.24,481.89,179,444,0,8.1,1,334.55,0,1,1,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.4017546703142743,premium
CUST00959,Vihaan_459,West,postpaid,sms,0,1,2,281,490.48,426.83,2106,239,3,14.92,43,1307.41,0,0,1,0,2025-12-09,2025-12-19,{payment_link},1800-111-222,1,1.4076897786465286,defector
CUST01232,Aanya_232,East,postpaid,sms,0,0,1,2565,463.51,514.19,482,259,2,10.69,28,593.31,0,0,0,50,2025-12-06,2025-12-16,{payment_link},1800-222-333,0,0.7176401707307608,normal
CUST00564,Priya_64,North,prepaid,sms,0,0,1,576,186.66,163.78,6739,316,0,0.0,12,0.0,0,0,1,50,2025-12-29,2026-01-08,{payment_link},1800-222-333,0,-0.0119337624962277,premium
CUST00034,Kabir_34,North,prepaid,email,0,0,2,360,282.63,316.12,2319,339,0,0.47,45,247.96,0,0,0,50,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.4625544793813134,normal
CUST00678,Aanya_178,North,postpaid,sms,0,0,1,1363,426.7,455.05,8373,423,1,7.83,25,489.27,0,0,0,50,2025-12-06,2025-12-16,{payment_link},1800-333-444,0,0.5892454705089786,normal
CUST01514,Sai_14,North,postpaid,sms,0,0,1,30,256.49,247.1,596,376,1,5.84,58,443.05,0,0,1,0,2025-12-06,2025-12-16,{payment_link},1800-111-222,0,0.9023867950703988,normal
CUST00069,Aanya_69,North,postpaid,sms,1,0,2,251,672.99,693.19,6289,263,0,0.0,12,309.21,0,0,0,0,2025-12-02,2025-12-12,{payment_link},1800-111-222,0,0.2323911203998134,premium
